Sno.,Model Name,Price,RAM,ROM,Battery Capacity,Camera,URL,Features
226,Mymax M41,799,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/mymax-m41/p/itmf3pkx7vxnzhjs?pid=MOBFSZ24DYSKHQXH&lid=LSTMOBFSZ24DYSKHQXHB4BWYM&marketplace=FLIPKART&srno=b_10_226&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFSZ24DYSKHQXH.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1000 mAh Battery 10 days warranty
227,Salora Volt 2,799,32 MB RAM,32 MB ROM,2000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/salora-volt-2/p/itmevwcy6keyf8pr?pid=MOBEVWCYD9RQ7BM3&lid=LSTMOBEVWCYD9RQ7BM3QWAMUN&marketplace=FLIPKART&srno=b_10_227&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBEVWCYD9RQ7BM3.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 2000 mAh Battery 1 Year
228,Gfive Plus,799,NaN,32 KB ROM,1050 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-plus/p/itmf3qs4vftvz3gx?pid=MOBFYEZZ6ZZNRZHW&lid=LSTMOBFYEZZ6ZZNRZHW44H59Y&marketplace=FLIPKART&srno=b_10_228&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFYEZZ6ZZNRZHW.SEARCH&ssid=ihobdshs8w0000001605235591941,32 KB ROM 4.57 cm (1.8 inch) QVGA Display 0.3MP Rear Camera 1050 mAh Battery 1 Year Manufacturing Warranty
229,Tork T13 Banana,799,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/tork-t13-banana/p/itmac3bb314172ba?pid=MOBFHZPHHX7AAMPU&lid=LSTMOBFHZPHHX7AAMPUG9HYJS&marketplace=FLIPKART&srno=b_10_229&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFHZPHHX7AAMPU.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB 6.1 cm (2.4 inch) Quarter QVGA Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty Against Manufacturing Defects
230,Gfive Leo,799,NaN,32 MB ROM,1050 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-leo/p/itmf3pmprtyscexg?pid=MOBFYH8C8KJXXRZP&lid=LSTMOBFYH8C8KJXXRZPHDKKNT&marketplace=FLIPKART&srno=b_10_230&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFYH8C8KJXXRZP.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB ROM 4.57 cm (1.8 inch) QVGA Display 0.3MP Rear Camera 1050 mAh Battery 1 Year Manufacturing Warranty
231,Jivi X606 Plus,799,5 MB RAM,32 MB ROM,1800 mAh Battery,0.03MP; 0MP; 0MP Front Camera,https://www.flipkart.com/jivi-x606-plus/p/itmfe6abwssqdxhf?pid=MOBFE5GUXTD5SHKY&lid=LSTMOBFE5GUXTD5SHKY4WAMHX&marketplace=FLIPKART&srno=b_10_231&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFE5GUXTD5SHKY.SEARCH&ssid=ihobdshs8w0000001605235591941,5 MB RAM | 32 MB ROM | Expandable Upto 128 GB 4.57 cm (1.8 inch) QVGA Display 0.03MP + 0MP | 0MP Front Camera 1800 mAh Battery NA Processor 1 Year Manufacturer Warranty
232,BlackZone Neo 8110,799,10 MB RAM,10 MB ROM,NaN,0.3MP Rear Camera,https://www.flipkart.com/blackzone-neo-8110/p/itmf5t4zfxgdfkvb?pid=MOBF5Q9WBNFYPZ59&lid=LSTMOBF5Q9WBNFYPZ59KS6PH0&marketplace=FLIPKART&srno=b_10_232&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBF5Q9WBNFYPZ59.SEARCH&ssid=ihobdshs8w0000001605235591941,10 MB RAM | 10 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1500 mah Battery 12 Months Warranty
233,Jivi R21Plus,799,1 MB RAM,16 MB ROM,1000 mAh Battery,0.03MP; 0MP; 0MP Front Camera,https://www.flipkart.com/jivi-r21plus/p/itm8d717e214d2cb?pid=MOBFJHVB6RPTQBYF&lid=LSTMOBFJHVB6RPTQBYFSA2SCO&marketplace=FLIPKART&srno=b_10_233&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFJHVB6RPTQBYF.SEARCH&ssid=ihobdshs8w0000001605235591941,1 MB RAM | 16 MB ROM | Expandable Upto 128 MB 4.57 cm (1.8 inch) QVGA Display 0.03MP + 0MP | 0MP Front Camera 1000 mAh Battery NA Processor 1 Year Manufacturer Warranty
234,Karbonn k310n,799,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/karbonn-k310n/p/itm656c2834ecafa?pid=MOBFNAYURRMTYHFH&lid=LSTMOBFNAYURRMTYHFHNFMXBR&marketplace=FLIPKART&srno=b_10_234&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFNAYURRMTYHFH.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 12 Months
235,Gfive Guru,799,64 MB RAM,256 MB ROM,1050 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-guru/p/itmexynpjqhtjzze?pid=MOBEXYNPGU5R4NBY&lid=LSTMOBEXYNPGU5R4NBY8W86HT&marketplace=FLIPKART&srno=b_10_235&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBEXYNPGU5R4NBY.SEARCH&ssid=ihobdshs8w0000001605235591941,64 MB RAM | 256 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1050 mAh Battery 1 Months Brand Warranty
236,IAIR D2,799,NaN,0 MB ROM,1000 mAh Battery,0.8MP Rear Camera,https://www.flipkart.com/iair-d2/p/itm62b8f04df4717?pid=MOBFVYMBRXBHHTJY&lid=LSTMOBFVYMBRXBHHTJYNIVPGF&marketplace=FLIPKART&srno=b_10_236&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFVYMBRXBHHTJY.SEARCH&ssid=ihobdshs8w0000001605235591941,0 MB ROM | Expandable Upto 8 GB 4.5 cm (1.77 inch) Display 0.8MP Rear Camera 1000 mAh Battery 1 Year Brand Replacement Warranty
237,HEEMAX H10+,799,32 MB RAM,32 MB ROM,2500 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/heemax-h10/p/itmda8e108b15967?pid=MOBFWH2AZZPZQTAM&lid=LSTMOBFWH2AZZPZQTAMSZBGBX&marketplace=FLIPKART&srno=b_10_237&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFWH2AZZPZQTAM.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 2500 mAh Battery 12 months Manufacturer Warranty
238,Gfive Guru,799,64 MB RAM,256 MB ROM,1050 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-guru/p/itmexynpjqhtjzze?pid=MOBEXYNP6AM8YWYK&lid=LSTMOBEXYNP6AM8YWYKTDI7E9&marketplace=FLIPKART&srno=b_10_238&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBEXYNP6AM8YWYK.SEARCH&ssid=ihobdshs8w0000001605235591941,64 MB RAM | 256 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1050 mAh Battery 1 Months Brand Warranty
239,Kechaoda K2,799,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kechaoda-k2/p/itm2aee76c1b5053?pid=MOBFKGEMS3TD24DV&lid=LSTMOBFKGEMS3TD24DVDGPAZN&marketplace=FLIPKART&srno=b_10_239&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFKGEMS3TD24DV.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 YEAR
240,Cellecor C4,799,32 MB RAM,32 MB ROM,1000 mAh Battery,0.1MP Rear Camera,https://www.flipkart.com/cellecor-c4/p/itm20f622e79e1ed?pid=MOBFVA34EP8DFRTV&lid=LSTMOBFVA34EP8DFRTVBU3WW6&marketplace=FLIPKART&srno=b_10_240&otracker=browse&fm=organic&iid=53d61ebc-3165-492e-b3d4-cfd276532683.MOBFVA34EP8DFRTV.SEARCH&ssid=ihobdshs8w0000001605235591941,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.1MP Rear Camera 1000 mAh Battery 1 YEAR Manufacturer Warranty
241,Mymax M40,799,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/mymax-m40/p/itmf3prncfadrdrd?pid=MOBF3MHZZWSG8BYR&lid=LSTMOBF3MHZZWSG8BYRJEBM7A&marketplace=FLIPKART&srno=b_11_241&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBF3MHZZWSG8BYR.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 1000 mAh Battery 10 Days Replacement Warranty
242,Itel IT 2130,799,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/itel-it-2130/p/itmf5cpgusm86qhu?pid=MOBF5BKCW8NYYJBF&lid=LSTMOBF5BKCW8NYYJBFSZ6BX2&marketplace=FLIPKART&srno=b_11_242&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBF5BKCW8NYYJBF.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty
243,Karbonn KX1Indian,799,32 MB RAM,32 MB ROM,1000 mAh Battery,0.08MP Rear Camera,https://www.flipkart.com/karbonn-kx1indian/p/itmac64e632b6228?pid=MOBFX3ZEZDFH4PNG&lid=LSTMOBFX3ZEZDFH4PNGNIVUYX&marketplace=FLIPKART&srno=b_11_243&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFX3ZEZDFH4PNG.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.08MP Rear Camera 1000 mAh Battery 1 Year Brand Warranty for Handset and 6 Months for Accessories
244,Blackbear B5 Bucket,799,64 MB RAM,64 MB ROM,1050 mAh Battery,2.4MP Rear Camera,https://www.flipkart.com/blackbear-b5-bucket/p/itm0bc7b114a62da?pid=MOBFK3WN3YYKRD5N&lid=LSTMOBFK3WN3YYKRD5NGDGK6G&marketplace=FLIPKART&srno=b_11_244&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFK3WN3YYKRD5N.SEARCH&ssid=jfyupuzav40000001605235593569,64 MB RAM | 64 MB ROM | Expandable Upto 16 MB 4.57 cm (1.8 inch) QVGA Display 2.4MP Rear Camera 1050 mAh Battery 1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase
245,MIXX M1 ROSE,799,64 MB RAM,64 MB ROM,2500 mAh Battery,2.4MP Rear Camera,https://www.flipkart.com/mixx-m1-rose/p/itm144fd5899b58f?pid=MOBFVZGFRQPJ8T5U&lid=LSTMOBFVZGFRQPJ8T5UH7H4YZ&marketplace=FLIPKART&srno=b_11_245&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFVZGFRQPJ8T5U.SEARCH&ssid=jfyupuzav40000001605235593569,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 2.4MP Rear Camera 2500 mAh Battery 1 YEAR
246,GIVA G1,799,32 MB RAM,64 MB ROM,1100 mAh Battery,0.8MP Rear Camera,https://www.flipkart.com/giva-g1/p/itmc9d36bdfbd73c?pid=MOBFUZXNYZZ7B3SE&lid=LSTMOBFUZXNYZZ7B3SEFLM5WG&marketplace=FLIPKART&srno=b_11_246&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFUZXNYZZ7B3SE.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.8MP Rear Camera 1100 mAh Battery 1 YEAR SERVICE CENTER WARRANTY
247,Karbonn K310n,799,10 MB RAM,10 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/karbonn-k310n/p/itmffc3wfvjgfzfs?pid=MOBFFYZGYGNMEWFA&lid=LSTMOBFFYZGYGNMEWFAARG9WB&marketplace=FLIPKART&srno=b_11_247&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFFYZGYGNMEWFA.SEARCH&ssid=jfyupuzav40000001605235593569,10 MB RAM | 10 MB ROM 4.57 cm (1.8 inch) NA Display 0.3MP Rear Camera 800 mAh Battery 1 Year
248,Salora Volt 2,799,32 MB RAM,32 MB ROM,2000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/salora-volt-2/p/itmevwcyvdggwa5x?pid=MOBEVWCYFUXHBRCE&lid=LSTMOBEVWCYFUXHBRCEE1VCLA&marketplace=FLIPKART&srno=b_11_248&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBEVWCYFUXHBRCE.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1.3MP Rear Camera 2000 mAh Battery 1 year
249,Inoyo i20,800,64 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/inoyo-i20/p/itmfgsy7sttybpgn?pid=MOBFGSS7UHGFYFET&lid=LSTMOBFGSS7UHGFYFETBETRUX&marketplace=FLIPKART&srno=b_11_249&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFGSS7UHGFYFET.SEARCH&ssid=jfyupuzav40000001605235593569,64 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year
250,Nuvo Flash Echo,806,1 MB RAM,1 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/nuvo-flash-echo/p/itmeeqqbtwfxcgkg?pid=MOBEEQQB6QGSF3E7&lid=LSTMOBEEQQB6QGSF3E7QRHKJZ&marketplace=FLIPKART&srno=b_11_250&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBEEQQB6QGSF3E7.SEARCH&ssid=jfyupuzav40000001605235593569,1 MB RAM | 1 MB ROM | Expandable Upto 16 GB 6.1 cm (2.4 inch) QVGA Display 1.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty
251,OPAL B8,806,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/opal-b8/p/itm72fdc78feebe1?pid=MOBFV9YKFMVVYRSC&lid=LSTMOBFV9YKFMVVYRSCI39FIE&marketplace=FLIPKART&srno=b_11_251&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFV9YKFMVVYRSC.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 1.3MP Rear Camera 1000 mAh Battery 1 YEAR WARRANTY
252,OPAL B8,806,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/opal-b8/p/itm72fdc78feebe1?pid=MOBFV9YHAFYQEXDC&lid=LSTMOBFV9YHAFYQEXDCGVYHY2&marketplace=FLIPKART&srno=b_11_252&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFV9YHAFYQEXDC.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 1.3MP Rear Camera 1000 mAh Battery 1 YEAR WARRANTY
253,OPAL B8,806,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/opal-b8/p/itm72fdc78feebe1?pid=MOBFV9YH8UQD5FYW&lid=LSTMOBFV9YH8UQD5FYWTKOD7O&marketplace=FLIPKART&srno=b_11_253&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFV9YH8UQD5FYW.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 1.3MP Rear Camera 1000 mAh Battery 1 YEAR WARRANTY
254,ZIOX X47,807,32 MB RAM,32 MB ROM,1800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/ziox-x47/p/itmeb1c66bd548a4?pid=MOBFNYCGMAUEBVHZ&lid=LSTMOBFNYCGMAUEBVHZWQR24X&marketplace=FLIPKART&srno=b_11_254&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFNYCGMAUEBVHZ.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1800 mAh Battery One Year manufecturing Warranty From The Brand
255,InFocus Hero 1,808,32 MB RAM,32 MB ROM,800 mAh Battery,,https://www.flipkart.com/infocus-hero-1/p/itm7393f864f072f?pid=MOBFVPHMT4QY9AHE&lid=LSTMOBFVPHMT4QY9AHEU819JT&marketplace=FLIPKART&srno=b_11_255&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFVPHMT4QY9AHE.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM | Expandable Upto 32 MB 4.5 cm (1.77 inch) NA Display 800 mAh Battery No Processor 1. Certified defective handsets complying to warranty conditions will be swapped with similar units if within 120 days of purchase.  2. Swap units will be same or similar spec model with same or equivalent physical condition.  3. Cosmetic of swap units might be similar if not better than earlier unit.  4. Beyond 120 days  the normal repair warranty terms would be applicable
256,Micromax X378,809,32 MB RAM,32 MB ROM,800 mAh Battery,1MP Rear Camera,https://www.flipkart.com/micromax-x378/p/itm495856e18cdaf?pid=MOBFHW5YMQGDR9PC&lid=LSTMOBFHW5YMQGDR9PCA0OW8W&marketplace=FLIPKART&srno=b_11_256&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFHW5YMQGDR9PC.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 1MP Rear Camera 800 mAh Battery 1 Year Warranty
257,Karbonn K140 Pop,810,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/karbonn-k140-pop/p/itmf5uqfvcsf2v6a?pid=MOBF5PX9RZGTK5VX&lid=LSTMOBF5PX9RZGTK5VXHXDLTY&marketplace=FLIPKART&srno=b_11_257&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBF5PX9RZGTK5VX.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 year manufacturer warranty on handset & 6 months warranty on box accessories
258,Karbonn K9 Mini,813,32 MB RAM,32 MB ROM,800 mAh Battery,0.08MP Rear Camera,https://www.flipkart.com/karbonn-k9-mini/p/itmfg73fyaphp3km?pid=MOBFHCZG4E8ZZ8JU&lid=LSTMOBFHCZG4E8ZZ8JUVGGH3H&marketplace=FLIPKART&srno=b_11_258&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFHCZG4E8ZZ8JU.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 0.08MP Rear Camera 800 mAh Battery 1 Year Manufacturer Warranty
259,Forme Rocket,815,12 MB RAM,15 MB ROM,3000 mAh Battery,1.2MP Rear Camera,https://www.flipkart.com/forme-rocket/p/itmf06a9669c9fb3?pid=MOBFVUU3CDZRG7CH&lid=LSTMOBFVUU3CDZRG7CHSCIKVF&marketplace=FLIPKART&srno=b_11_259&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFVUU3CDZRG7CH.SEARCH&ssid=jfyupuzav40000001605235593569,12 MB RAM | 15 MB ROM 4.57 cm (1.8 inch) Display 1.2MP Rear Camera 3000 mAh Battery 1 Year Brand Warranty
260,Forme Rocket,815,12 MB RAM,15 MB ROM,3000 mAh Battery,1.2MP Rear Camera,https://www.flipkart.com/forme-rocket/p/itmf06a9669c9fb3?pid=MOBFWYZWQ8U5HQZN&lid=LSTMOBFWYZWQ8U5HQZN4WT4PI&marketplace=FLIPKART&srno=b_11_260&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFWYZWQ8U5HQZN.SEARCH&ssid=jfyupuzav40000001605235593569,12 MB RAM | 15 MB ROM 4.57 cm (1.8 inch) Display 1.2MP Rear Camera 3000 mAh Battery 1 Year Brand Warranty
261,Karbonn KX4,825,32 MB RAM,32 MB ROM,1000 mAh Battery,0.08MP Rear Camera,https://www.flipkart.com/karbonn-kx4/p/itmb1281666d4fe3?pid=MOBFUCU46JSXPFZG&lid=LSTMOBFUCU46JSXPFZGZWRBEW&marketplace=FLIPKART&srno=b_11_261&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFUCU46JSXPFZG.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.08MP Rear Camera 1000 mAh Battery 1 Year Brand Warranty for Handset and 6 Months for Accessories
262,Lava Hero,829,32 MB RAM,0 KB ROM,600 mAh Battery,,https://www.flipkart.com/lava-hero/p/itm61cae4fc68aa8?pid=MOBFKNY5DAG5XXD4&lid=LSTMOBFKNY5DAG5XXD4Q2BG0I&marketplace=FLIPKART&srno=b_11_262&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFKNY5DAG5XXD4.SEARCH&ssid=jfyupuzav40000001605235593569,32 MB RAM | 0 KB ROM 4.57 cm (1.8 inch) Display 600 mAh Battery 6 months Warranty for Phone and 6 months replacement for accessories in the box
263,Lava H1 Hero 600,829,24 MB RAM,24 MB ROM,600 mAh Battery,,https://www.flipkart.com/lava-h1-hero-600/p/itm60583bccd2b18?pid=MOBFTX9CQ7SJ2DXZ&lid=LSTMOBFTX9CQ7SJ2DXZX9UDFK&marketplace=FLIPKART&srno=b_11_263&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFTX9CQ7SJ2DXZ.SEARCH&ssid=jfyupuzav40000001605235593569,24 MB RAM | 24 MB ROM 4.57 cm (1.8 inch) Display 600 mAh Battery 6 Months Warranty
264,Karbonn K106S,837,10 MB RAM,10 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/karbonn-k106s/p/itm9fa03d7eb690f?pid=MOBFUQFYRNSEYYGR&lid=LSTMOBFUQFYRNSEYYGRDHO8CV&marketplace=FLIPKART&srno=b_11_264&otracker=browse&fm=organic&iid=320a00f1-07b0-4d4a-b20e-146c9f6d7c03.MOBFUQFYRNSEYYGR.SEARCH&ssid=jfyupuzav40000001605235593569,10 MB RAM | 10 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
265,Mafe Guru,840,NaN,NaN,1050 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/mafe-guru/p/itmexygj7wb3y5yd?pid=MOBEXYGJ2TNK7TX9&lid=LSTMOBEXYGJ2TNK7TX9HKF4GE&marketplace=FLIPKART&srno=b_12_265&otracker=browse&fm=organic&iid=673c8b88-23b2-4f4b-998d-5922b0b0ce06.MOBEXYGJ2TNK7TX9.SEARCH&ssid=ktu8i7ax4w0000001605235595134,Expandable Upto 8 GB 4.57 cm (1.8 inch) QVGA Display 0.3MP Rear Camera 1050 mAh Battery 1 Year Manufacturer warranty
266,Micromax X412,841,32 MB RAM,32 MB ROM,800 mAh Battery,,https://www.flipkart.com/micromax-x412/p/itm1d1df2e8a9012?pid=MOBFJXFH6QUFHXKV&lid=LSTMOBFJXFH6QUFHXKVK9MRIH&marketplace=FLIPKART&srno=b_12_266&otracker=browse&fm=organic&iid=673c8b88-23b2-4f4b-998d-5922b0b0ce06.MOBFJXFH6QUFHXKV.SEARCH&ssid=ktu8i7ax4w0000001605235595134,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 800 mAh Battery 12 Month
267,Gfive Eco,841,NaN,32 KB ROM,1050 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/gfive-eco/p/itmfyjbzx9uyfpgg?pid=MOBFYFY55DHAZXS9&lid=LSTMOBFYFY55DHAZXS9UYRCBK&marketplace=FLIPKART&srno=b_12_267&otracker=browse&fm=organic&iid=673c8b88-23b2-4f4b-998d-5922b0b0ce06.MOBFYFY55DHAZXS9.SEARCH&ssid=ktu8i7ax4w0000001605235595134,32 KB ROM 4.57 cm (1.8 inch) QVGA Display 0.3MP Rear Camera 1050 mAh Battery 1 Year Manufacturing Warranty
268,Micromax X412,844,32 MB RAM,32 MB ROM,800 mAh Battery,1MP Rear Camera,https://www.flipkart.com/micromax-x412/p/itm1d1df2e8a9012?pid=MOBFGWJHDFJHFGZF&lid=LSTMOBFGWJHDFJHFGZFZU0QTF&marketplace=FLIPKART&srno=b_12_268&otracker=browse&fm=organic&iid=673c8b88-23b2-4f4b-998d-5922b0b0ce06.MOBFGWJHDFJHFGZF.SEARCH&ssid=ktu8i7ax4w0000001605235595134,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 1MP Rear Camera 800 mAh Battery 12 Month
269,Karbonn KX1,845,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/karbonn-kx1/p/itmfc7g9gvqvxjb4?pid=MOBFC7FZZCCGX9CR&lid=LSTMOBFC7FZZCCGX9CR0GXXZE&marketplace=FLIPKART&srno=b_12_269&otracker=browse&fm=organic&iid=673c8b88-23b2-4f4b-998d-5922b0b0ce06.MOBFC7FZZCCGX9CR.SEARCH&ssid=ktu8i7ax4w0000001605235595134,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 1 year warranty provided by the manufacturer from date of purchase
