Sno.,Model Name,Price,RAM,ROM,Battery Capacity,Camera,URL,Features
524,Salora Zing+,999,32 MB RAM,32 MB ROM,1800 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/salora-zing/p/itme8d9ecd6d1b0e?pid=MOBFGXH62SSH9U9T&lid=LSTMOBFGXH62SSH9U9TFF5L33&marketplace=FLIPKART&srno=b_22_524&otracker=browse&fm=organic&iid=122cf588-2f67-4208-9812-35ef6d6b5df8.MOBFGXH62SSH9U9T.SEARCH&ssid=nuvpkwbes00000001605235610433,32 MB RAM | 32 MB ROM 6.1 cm (2.4 inch) VGA Display 1.3MP Rear Camera 1800 mAh Battery Spreadtrum Processor 1 Year
525,Peace Super Slim,999,32 MB RAM,32 MB ROM,1400 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/peace-super-slim/p/itmeykbfxmubvxxg?pid=MOBEYJ4S7AFX8FXH&lid=LSTMOBEYJ4S7AFX8FXHH6SKQH&marketplace=FLIPKART&srno=b_22_525&otracker=browse&fm=organic&iid=122cf588-2f67-4208-9812-35ef6d6b5df8.MOBEYJ4S7AFX8FXH.SEARCH&ssid=nuvpkwbes00000001605235610433,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1400 mAh Battery 1 Year
526,Kechaoda K30,999,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP; 0.3MP,https://www.flipkart.com/kechaoda-k30/p/itma5d5b428e1aa4?pid=MOBFW52WZYGXYJYR&lid=LSTMOBFW52WZYGXYJYRC3W8IV&marketplace=FLIPKART&srno=b_22_526&otracker=browse&fm=organic&iid=122cf588-2f67-4208-9812-35ef6d6b5df8.MOBFW52WZYGXYJYR.SEARCH&ssid=nuvpkwbes00000001605235610433,32 MB RAM | 32 MB ROM 3.91 cm (1.54 inch) NA Display 0.3MP + 0.3MP 800 mAh Battery 1 year
527,MTR MTR228,999,64 MB RAM,64 MB ROM,800 mAh Battery,0.08MP Rear Camera,https://www.flipkart.com/mtr-mtr228/p/itmfhrbfeqvvpwjk?pid=MOBFHJMQZGVXZCXF&lid=LSTMOBFHJMQZGVXZCXFNCCRIB&marketplace=FLIPKART&srno=b_22_527&otracker=browse&fm=organic&iid=122cf588-2f67-4208-9812-35ef6d6b5df8.MOBFHJMQZGVXZCXF.SEARCH&ssid=nuvpkwbes00000001605235610433,64 MB RAM | 64 MB ROM 4.5 cm (1.77 inch) Display 0.08MP Rear Camera 800 mAh Battery 1 Year
528,I Kall K73 Combo of Two Mobiles,999,32 MB RAM,64 MB ROM,800 mAh Battery,,https://www.flipkart.com/kall-k73-combo-two-mobiles/p/itm3a94c10ba627e?pid=MOBFK96K2JQFHTWH&lid=LSTMOBFK96K2JQFHTWHWN4X4A&marketplace=FLIPKART&srno=b_22_528&otracker=browse&fm=organic&iid=122cf588-2f67-4208-9812-35ef6d6b5df8.MOBFK96K2JQFHTWH.SEARCH&ssid=nuvpkwbes00000001605235610433,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 1 Year Manufacturer warranty
529,Salora Zing+,999,32 MB RAM,32 MB ROM,1800 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/salora-zing/p/itme8d9ecd6d1b0e?pid=MOBFGXH62SSH9U9T&lid=LSTMOBFGXH62SSH9U9TFF5L33&marketplace=FLIPKART&srno=b_23_529&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFGXH62SSH9U9T.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM 6.1 cm (2.4 inch) VGA Display 1.3MP Rear Camera 1800 mAh Battery Spreadtrum Processor 1 Year
530,Salora Zing+,999,32 MB RAM,32 MB ROM,1800 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/salora-zing/p/itme8d9ecd6d1b0e?pid=MOBFGXH6WKS9UTNP&lid=LSTMOBFGXH6WKS9UTNPOIDQHH&marketplace=FLIPKART&srno=b_23_530&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFGXH6WKS9UTNP.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM 6.1 cm (2.4 inch) VGA Display 1.3MP Rear Camera 1800 mAh Battery Spreadtrum Processor 1 Year Warranty
531,I Kall K31 New Combo of Two Mobiles,999,64 MB RAM,64 MB ROM,800 mAh Battery,,https://www.flipkart.com/kall-k31-new-combo-two-mobiles/p/itmaa3e244e41d75?pid=MOBFJQKH3BGHBHSB&lid=LSTMOBFJQKH3BGHBHSBFNVVMM&marketplace=FLIPKART&srno=b_23_531&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFJQKH3BGHBHSB.SEARCH&ssid=54tps16l3k0000001605235612714,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 1 Year Manufacturer warranty
532,MTR MTR228,999,64 MB RAM,64 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/mtr-mtr228/p/itmfhrbfeqvvpwjk?pid=MOBFHJKGFXFTQKJR&lid=LSTMOBFHJKGFXFTQKJRDUHOPB&marketplace=FLIPKART&srno=b_23_532&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFHJKGFXFTQKJR.SEARCH&ssid=54tps16l3k0000001605235612714,64 MB RAM | 64 MB ROM 4.5 cm (1.77 inch) Display 0.3MP Rear Camera 800 mAh Battery 12 Months
533,Kechaoda K30,999,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP; 0.3MP,https://www.flipkart.com/kechaoda-k30/p/itma5d5b428e1aa4?pid=MOBFW52UWUTXJGMB&lid=LSTMOBFW52UWUTXJGMBECVKS7&marketplace=FLIPKART&srno=b_23_533&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFW52UWUTXJGMB.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM 3.91 cm (1.54 inch) NA Display 0.3MP + 0.3MP 800 mAh Battery 1 year
534,Kechaoda K30,999,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP; 0.3MP,https://www.flipkart.com/kechaoda-k30/p/itma5d5b428e1aa4?pid=MOBFW52WZYGXYJYR&lid=LSTMOBFW52WZYGXYJYRC3W8IV&marketplace=FLIPKART&srno=b_23_534&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFW52WZYGXYJYR.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM 3.91 cm (1.54 inch) NA Display 0.3MP + 0.3MP 800 mAh Battery 1 year
535,I Kall K73 Combo of Two Mobiles,999,NaN,64 MB ROM,800 mAh Battery,,https://www.flipkart.com/kall-k73-combo-two-mobiles/p/itm3a94c10ba627e?pid=MOBFK973V6KTQFTK&lid=LSTMOBFK973V6KTQFTKUKOOWU&marketplace=FLIPKART&srno=b_23_535&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFK973V6KTQFTK.SEARCH&ssid=54tps16l3k0000001605235612714,32 RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 1 Year Manufacturer warranty
536,I Kall K73 Combo of Two Mobiles,999,NaN,64 MB ROM,800 mAh Battery,,https://www.flipkart.com/kall-k73-combo-two-mobiles/p/itm3a94c10ba627e?pid=MOBFK98BWXS7ZHDY&lid=LSTMOBFK98BWXS7ZHDYMTSZVV&marketplace=FLIPKART&srno=b_23_536&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFK98BWXS7ZHDY.SEARCH&ssid=54tps16l3k0000001605235612714,32 RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 1 Year Manufacturer warranty
537,Lemon 212,999,1 MB RAM,20 MB ROM,1750 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/lemon-212/p/itmffm9wcktqx48s?pid=MOBFFM9WABMHHDFS&lid=LSTMOBFFM9WABMHHDFSS6P0Z0&marketplace=FLIPKART&srno=b_23_537&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFFM9WABMHHDFS.SEARCH&ssid=54tps16l3k0000001605235612714,1 MB RAM | 20 MB ROM | Expandable Upto 16 GB 6.1 cm (2.4 inch) QVGA Display 0.3MP Rear Camera 1750 mAh Battery 1 Year Warranty  of Mobile And 6 Month Charger  Battery and Earphone
538,I Kall K73 Combo of Two Mobiles,999,32 MB RAM,64 MB ROM,800 mAh Battery,,https://www.flipkart.com/kall-k73-combo-two-mobiles/p/itm3a94c10ba627e?pid=MOBFK96K2JQFHTWH&lid=LSTMOBFK96K2JQFHTWHWN4X4A&marketplace=FLIPKART&srno=b_23_538&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFK96K2JQFHTWH.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 1 Year Manufacturer warranty
539,nuvo NF-18,999,32 MB RAM,32 MB ROM,800 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/nuvo-nf-18/p/itmeby5932ujpxhf?pid=MOBEBY59RGHEZWVY&lid=LSTMOBEBY59RGHEZWVYYOPEBQ&marketplace=FLIPKART&srno=b_23_539&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBEBY59RGHEZWVY.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) QVGA Display 1.3MP Rear Camera 800 mAh Battery 1 Year Manufacturer Warranty
540,Peace Super Slim,999,32 MB RAM,32 MB ROM,1400 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/peace-super-slim/p/itmeykbfxmubvxxg?pid=MOBEYJ4S7AFX8FXH&lid=LSTMOBEYJ4S7AFX8FXHH6SKQH&marketplace=FLIPKART&srno=b_23_540&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBEYJ4S7AFX8FXH.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1400 mAh Battery 1 Year
541,Karbonn KX26,999,32 MB RAM,32 MB ROM,1450 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/karbonn-kx26/p/itm7812ae1f30d55?pid=MOBFKPGF7QVUPPPZ&lid=LSTMOBFKPGF7QVUPPPZCJDGLP&marketplace=FLIPKART&srno=b_23_541&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFKPGF7QVUPPPZ.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1450 mAh Battery 12 months
542,Kechaoda K30,999,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP; 0.3MP,https://www.flipkart.com/kechaoda-k30/p/itma5d5b428e1aa4?pid=MOBFW52VTC9UJDRR&lid=LSTMOBFW52VTC9UJDRR1KSNGO&marketplace=FLIPKART&srno=b_23_542&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFW52VTC9UJDRR.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM 3.91 cm (1.54 inch) NA Display 0.3MP + 0.3MP 800 mAh Battery 1 year
543,MTR MTR228,999,64 MB RAM,64 MB ROM,800 mAh Battery,0.08MP Rear Camera,https://www.flipkart.com/mtr-mtr228/p/itmfhrbfeqvvpwjk?pid=MOBFHJMQZGVXZCXF&lid=LSTMOBFHJMQZGVXZCXFNCCRIB&marketplace=FLIPKART&srno=b_23_543&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFHJMQZGVXZCXF.SEARCH&ssid=54tps16l3k0000001605235612714,64 MB RAM | 64 MB ROM 4.5 cm (1.77 inch) Display 0.08MP Rear Camera 800 mAh Battery 1 Year
544,I Kall K18 NEW,999,32 MB RAM,64 MB ROM,2500 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kall-k18-new/p/itmf5zzgqky55jyb?pid=MOBFSS28YWDWAUDS&lid=LSTMOBFSS28YWDWAUDSRJEBY7&marketplace=FLIPKART&srno=b_23_544&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFSS28YWDWAUDS.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 64 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 2500 mAh Battery 1 Year Manufacturer warranty
545,Gamma K-8,999,32 MB RAM,32 MB ROM,2200 mAh Battery,2MP Rear Camera,https://www.flipkart.com/gamma-k-8/p/itmeyuf72yrzdary?pid=MOBEYGZ8C5ZPYN7Q&lid=LSTMOBEYGZ8C5ZPYN7QAROTQF&marketplace=FLIPKART&srno=b_23_545&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBEYGZ8C5ZPYN7Q.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 6.1 cm (2.4 inch) QVGA Display 2MP Rear Camera 2200 mAh Battery 6 Months Manufacturing warranty
546,MTR MT 316,999,64 MB RAM,64 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/mtr-mt-316/p/itmfbpdz5mbyc5mz?pid=MOBFBZZCNBJBZUZ4&lid=LSTMOBFBZZCNBJBZUZ4YR53CB&marketplace=FLIPKART&srno=b_23_546&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFBZZCNBJBZUZ4.SEARCH&ssid=54tps16l3k0000001605235612714,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 12 MONTHS
547,Kechaoda K20,999,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP; 0.3MP,https://www.flipkart.com/kechaoda-k20/p/itm1167de04b47ed?pid=MOBFW52VZWYMG9FX&lid=LSTMOBFW52VZWYMG9FX8AODVX&marketplace=FLIPKART&srno=b_23_547&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFW52VZWYMG9FX.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM 3.91 cm (1.54 inch) NA Display 0.3MP + 0.3MP 800 mAh Battery 1 year
548,Intex Eco 105vx,999,31 MB RAM,32 MB ROM,1050 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/intex-eco-105vx/p/itm5ba151381e16b?pid=MOBFWGGHB5CDBXQ4&lid=LSTMOBFWGGHB5CDBXQ41TA4HZ&marketplace=FLIPKART&srno=b_23_548&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFWGGHB5CDBXQ4.SEARCH&ssid=54tps16l3k0000001605235612714,31 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1050 mAh Battery 1 Years
549,Kechaoda K13,999,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kechaoda-k13/p/itmfdh8kznxeu3za?pid=MOBFVY2BZACHGXUD&lid=LSTMOBFVY2BZACHGXUDU0W44L&marketplace=FLIPKART&srno=b_23_549&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFVY2BZACHGXUD.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 10 Days Warranty
550,Kechaoda K20,999,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP; 0.3MP,https://www.flipkart.com/kechaoda-k20/p/itm1167de04b47ed?pid=MOBFW52UZRCRS8QM&lid=LSTMOBFW52UZRCRS8QM1BWTX4&marketplace=FLIPKART&srno=b_23_550&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFW52UZRCRS8QM.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM 3.91 cm (1.54 inch) NA Display 0.3MP + 0.3MP 800 mAh Battery 1 year
551,nuvo FLASH,999,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/nuvo-flash/p/itmeadxdrafwqybu?pid=MOBEADXDBGZQQS6A&lid=LSTMOBEADXDBGZQQS6AWUVLDT&marketplace=FLIPKART&srno=b_23_551&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBEADXDBGZQQS6A.SEARCH&ssid=54tps16l3k0000001605235612714,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 6.1 cm (2.4 inch) QVGA Display 1.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty
552,Intex Eco 105vx,999,31 MB RAM,32 MB ROM,1050 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/intex-eco-105vx/p/itm5ba151381e16b?pid=MOBFUR2PKZA2UCMZ&lid=LSTMOBFUR2PKZA2UCMZF3N1BO&marketplace=FLIPKART&srno=b_23_552&otracker=browse&fm=organic&iid=2c4ffdc4-c030-499e-a99a-9e13ad268d90.MOBFUR2PKZA2UCMZ.SEARCH&ssid=54tps16l3k0000001605235612714,31 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1050 mAh Battery 1 Years
553,Micromax X1i Pop,999,32 MB RAM,32 MB ROM,800 mAh Battery,0.08MP Rear Camera,https://www.flipkart.com/micromax-x1i-pop/p/itmf2ajqfaf5yewp?pid=MOBFAG36GWVAYVM6&lid=LSTMOBFAG36GWVAYVM6KJCBC2&marketplace=FLIPKART&srno=b_24_553&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFAG36GWVAYVM6.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.08MP Rear Camera 800 mAh Battery 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories 
554,Micromax X421,999,32 MB RAM,32 MB ROM,1800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/micromax-x421/p/itm00ac2b5455e5b?pid=MOBFZYYKNEWWBPTK&lid=LSTMOBFZYYKNEWWBPTKXMYFQI&marketplace=FLIPKART&srno=b_24_554&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFZYYKNEWWBPTK.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 0.3MP Rear Camera 1800 mAh Battery 1 year from brand
555,Karbonn K9 POWER,999,24 MB RAM,32 MB ROM,1750 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/karbonn-k9-power/p/itmf98ae2edc4d7b?pid=MOBFWBZVQDMBAVDC&lid=LSTMOBFWBZVQDMBAVDCYEO5NK&marketplace=FLIPKART&srno=b_24_555&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFWBZVQDMBAVDC.SEARCH&ssid=03a7f95m8g0000001605235629219,24 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 0.3MP Rear Camera 1750 mAh Battery 1 year
556,Detel D1 Sleek,999,32 MB RAM,32 MB ROM,1100 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/detel-d1-sleek/p/itmf8mzzcexfsbed?pid=MOBFBFEMSCMGYTEU&lid=LSTMOBFBFEMSCMGYTEU4ASPJ1&marketplace=FLIPKART&srno=b_24_556&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFBFEMSCMGYTEU.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 32 MB ROM 7.11 cm (2.8 inch) Display 0.3MP Rear Camera 1100 mAh Battery 1 Year for Handset & 6 Month for Accessories
557,I kall K 444,999,32 MB RAM,64 MB ROM,2500 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kall-k-444/p/itm09a323696942b?pid=MOBFUFVAR6RVEJHM&lid=LSTMOBFUFVAR6RVEJHMCYWT32&marketplace=FLIPKART&srno=b_24_557&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFUFVAR6RVEJHM.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 64 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 2500 mAh Battery 1 Year Manufacturer Warranty
558,I Kall K444,999,32 MB RAM,32 MB ROM,2500 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/i-kall-k444/p/itm28ea16e3a5354?pid=MOBFUFVBW4HP6GVA&lid=LSTMOBFUFVBW4HP6GVAVQOBGG&marketplace=FLIPKART&srno=b_24_558&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFUFVBW4HP6GVA.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 32 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 2500 mAh Battery 1 Year
559,Cellecor C2,999,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/cellecor-c2/p/itmfa6twbyh4jgyg?pid=MOBFB3FWSP3HTNGP&lid=LSTMOBFB3FWSP3HTNGPOZBHK2&marketplace=FLIPKART&srno=b_24_559&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFB3FWSP3HTNGP.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty
560,nuvo FLASH,999,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/nuvo-flash/p/itmeadxdrafwqybu?pid=MOBEAHFFXE4BXXHA&lid=LSTMOBEAHFFXE4BXXHALXZEXU&marketplace=FLIPKART&srno=b_24_560&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBEAHFFXE4BXXHA.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 6.1 cm (2.4 inch) QVGA Display 1.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty
561,Kechaoda K20,999,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP; 0.3MP,https://www.flipkart.com/kechaoda-k20/p/itm1167de04b47ed?pid=MOBFW52UZRCRS8QM&lid=LSTMOBFW52UZRCRS8QM1BWTX4&marketplace=FLIPKART&srno=b_24_561&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFW52UZRCRS8QM.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 32 MB ROM 3.91 cm (1.54 inch) NA Display 0.3MP + 0.3MP 800 mAh Battery 1 year
562,Intex Eco 105vx,999,31 MB RAM,32 MB ROM,1050 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/intex-eco-105vx/p/itm5ba151381e16b?pid=MOBFUR2PKZA2UCMZ&lid=LSTMOBFUR2PKZA2UCMZF3N1BO&marketplace=FLIPKART&srno=b_24_562&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFUR2PKZA2UCMZ.SEARCH&ssid=03a7f95m8g0000001605235629219,31 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1050 mAh Battery 1 Years
563,Kechaoda K20,999,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP; 0.3MP,https://www.flipkart.com/kechaoda-k20/p/itm1167de04b47ed?pid=MOBFW52VZWYMG9FX&lid=LSTMOBFW52VZWYMG9FX8AODVX&marketplace=FLIPKART&srno=b_24_563&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFW52VZWYMG9FX.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 32 MB ROM 3.91 cm (1.54 inch) NA Display 0.3MP + 0.3MP 800 mAh Battery 1 year
564,Muphone M350,999,32 MB RAM,32 MB ROM,800 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/muphone-m350/p/itm2d76b7b94ee41?pid=MOBFZHYWV56FGVRF&lid=LSTMOBFZHYWV56FGVRFZUE212&marketplace=FLIPKART&srno=b_24_564&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFZHYWV56FGVRF.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 32 MB ROM 3.66 cm (1.44 inch) Display 1.3MP Rear Camera 800 mAh Battery Domestic Warranty
565,nuvo FLASH,999,32 MB RAM,32 MB ROM,1000 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/nuvo-flash/p/itmeadxdrafwqybu?pid=MOBEADXDBGZQQS6A&lid=LSTMOBEADXDBGZQQS6AWUVLDT&marketplace=FLIPKART&srno=b_24_565&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBEADXDBGZQQS6A.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 6.1 cm (2.4 inch) QVGA Display 1.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty
566,Kechaoda K13,999,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kechaoda-k13/p/itmfdh8kznxeu3za?pid=MOBFVY2BZACHGXUD&lid=LSTMOBFVY2BZACHGXUDU0W44L&marketplace=FLIPKART&srno=b_24_566&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFVY2BZACHGXUD.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 10 Days Warranty
567,MTR MT 316,999,64 MB RAM,64 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/mtr-mt-316/p/itmfbpdz5mbyc5mz?pid=MOBFBZZCNBJBZUZ4&lid=LSTMOBFBZZCNBJBZUZ4YR53CB&marketplace=FLIPKART&srno=b_24_567&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFBZZCNBJBZUZ4.SEARCH&ssid=03a7f95m8g0000001605235629219,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 12 MONTHS
568,Kechaoda K20,999,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP; 0.3MP,https://www.flipkart.com/kechaoda-k20/p/itm1167de04b47ed?pid=MOBFW52WPRGRVQ5B&lid=LSTMOBFW52WPRGRVQ5BZ0HKRX&marketplace=FLIPKART&srno=b_24_568&otracker=browse&fm=organic&iid=0c7c687e-e9a8-4ac3-a4ca-08004f61314a.MOBFW52WPRGRVQ5B.SEARCH&ssid=03a7f95m8g0000001605235629219,32 MB RAM | 32 MB ROM 3.91 cm (1.54 inch) NA Display 0.3MP + 0.3MP 800 mAh Battery 1 year
